,emotion,cos_sim,high_dialog_id,high_dialog,os_dialog_id,os_dialog
2872,angry,0.9196,8599636,"- - They speak of him as the "" Commandant of the Americas "" , where did they get that from ?
- - Everything has a limit , no ?
- - Without Fidel , he would never have become a commandant . Just because in Cuba he was considered a hero , obviously ... a man of courage ... you can 't say Commandant of the Americas when Cuba is just a tiny island . If you put your finger on a map , you cover Cuba entirely . You can still see the rest of America , though .
- - I cannot accept that .
- - It really makes me angry .",3430562,"- Do you know how angry I am at myself ?
- I can 't imagine .
- You must be furious ."
2873,angry,0.9142,3537646,"- - You 're jealous .
- - Choleric , irritable , distrustful , stubborn ?
- - He is making him angry .",2650509,"- That was the first time I 'd heard ... that Gramp 's name was Denpô Kihachi . Also that it was a name he wanted to erase . Gramps heart was still closed to us .
- Think he 's still angry ? I 'm sure of it .
- But he always looks like he 's angry !
- Well , he 's angry ."
2874,angry,0.9121,8599636,"- - They speak of him as the "" Commandant of the Americas "" , where did they get that from ?
- - Everything has a limit , no ?
- - Without Fidel , he would never have become a commandant . Just because in Cuba he was considered a hero , obviously ... a man of courage ... you can 't say Commandant of the Americas when Cuba is just a tiny island . If you put your finger on a map , you cover Cuba entirely . You can still see the rest of America , though .
- - I cannot accept that .
- - It really makes me angry .",829031,"- Hey , North wind ! Pbht !
- I don 't like that one bit .
- That makes me mad !"
2875,angry,0.9103,1213301,"- - Why was she crying ?
- - She was angry with me .",1958192,"- Maria Rosa ! Come and have some wine .
- Maria Rosa ! Come and have some wine . No . Leave me alone .
- No . Leave me alone .
- What 's the problem with her ?
- She 's mad at you ."
2876,angry,0.9092,578872,"- - Yeah , none of it made any sense , and really still doesn 't .
- - I was so frustrated , angry .",8527011,"- I 'm hopeless . I can 't do anything for her .
- I 'm upset with myself !
- Very upset !"
2877,angry,0.9083,8022187,"- - Flop .
- - Bloody hell !",42815,"- Woah !
- Bloody Hell !"
2878,angry,0.9057,578872,"- - Yeah , none of it made any sense , and really still doesn 't .
- - I was so frustrated , angry .",7288763,"- I 'm really unhappy
- You hear me ? I 'm terrible unhappy"
2879,angry,0.9036,3660496,"- - He 's over there . Look at his face .
- - Oh , bloody hell !",2964544,"- HOW COULD YOU SAY I NEVER CARED ABOUT YOU ?
- JACQUELINE SAYS THAT I 'M A BETTER PERSON NOW , AND I KNOW I OWE THAT ALL TO YOU .
- OOH !
- UH-UH . GONNA SMASH MY FACE ?
- OH ! LIKE HELL ."
2880,angry,0.9024,8775795,"- - Why do you let them insult you ?
- - If our roles were reversed and this was Berlin ... you 'd find yourself doing the same . And expect to be punished .
- - I 'm angry because-",7749918,"- I didn 't mean to hurt you . I was angry .
- You made me angry ."
2881,angry,0.9005,2206465,"- - Straighter , damn it .
- - Straighter , damn it . Giddy-up .
- - Bloody hell !",1081564,"- Is that reception ? The air conditioning 's broken . It 's really hot outside . Could you send someone up ?
- Right away , please .
- Bloody hell ..."
3696,annoyed,0.9552,714824,"- - But how could you know ?
- - You talk too much .
- - You all talk too much .",3142930,"- Andrei ... You talk too much .
- We both talk too much ."
3697,annoyed,0.9233,4723014,"- - I know I 'm very attractive , and will create a good result when used , but can you stop using me ?
- - It 's annoying .",1630481,"- Get away from me . The match is over . I don 't want to admit it but my immaturity made me blind .
- You 're annoying ."
3698,annoyed,0.9194,8214698,"- - It 's not fair ! If you don 't shut your mouth ... Go on ... Kill me .
- - You talk too much ...",4588038,"- And you 're too fast , dragon . But I have something to calm you down !
- You talk too much !"
3699,annoyed,0.9191,3281943,"- - Isabelle , could you stop that please ?
- - It 's really annoying .",8814472,"- Are we almost there yet ?
- This stuff is heavy and you won 't let us use the elevator .
- What 's the big deal anyway ?
- Will you just stop complaining ?
- It 's damn annoying ."
3700,annoyed,0.9171,8214698,"- - It 's not fair ! If you don 't shut your mouth ... Go on ... Kill me .
- - You talk too much ...",3070390,"- I mean , don 't make things worse , okay ? No need for violence .
- You talk too much !"
3701,annoyed,0.9092,485013,"- - So this will be my first time and I just ... I don 't wanna look stupid , you know ? Like , I 've read things , I 've watched things . I 'm afraid if I do anything wrong , she 's gonna laugh . So ...
- - You talk too much .",6160213,"- You 're not the first one we 've paid a visit to . But don 't worry . I didn 't forget about you .
- Hey , flower , I get that you 're attracted to danger . I know the type . But if Jiaying feared this guy , it was probably for a reason .
- James . Daisy showed me the Kree artifact you gave her , and it 's missing its companion piece . But you already knew that . What ? No , no , no , no . I ... I gave this chickadee everything . I swear on my nana 's life . I-I-I 'm not the type to sell you some bill of goods . And that reminds me of a story that I think you 'll particularly dig , ' cause it 's absolutely ... The hell ?
- You talk too much ."
3702,annoyed,0.9065,714824,"- - But how could you know ?
- - You talk too much .
- - You all talk too much .",1971215,"- My name 's Kitoh . They threw me in here the minute I arrived .
- Well , I guess you can 't blame them . I 've got five priors . I can see they really roughed you up .
- You 're Nami Matsushima , aren 't you ?
- I heard the guards talking about you just now . They said they had you hogtied for days , but they couldn 't break you . Plus you somehow managed to spill a bucketful of boiling hot soup all over the woman who was torturing you . And to top it all off , you had something to do with the warden getting stabbed in the eye . I 'd never guess you were ballsy enough to pull off that kind of shit .
- Well , how about it ? Was it really you who did all that ?
- You talk too much ."
3703,annoyed,0.906,4723014,"- - I know I 'm very attractive , and will create a good result when used , but can you stop using me ?
- - It 's annoying .",6345089,"- Let 's thank God ... I 'm under the impression that it started fizzling out .
- It must be terribly annoying ."
3704,annoyed,0.9027,3281943,"- - Isabelle , could you stop that please ?
- - It 's really annoying .",7064972,"- I don 't recommend getting up in middle of your sleep .
- It 's very , very annoying ."
3705,annoyed,0.9022,5131287,"- - Lawyer Seo . Come out and have dinner with me .
- - I told you to stop doing this .
- - It 's annoying .",7577534,"- Haven 't you given up yet ?
- That 's annoying ."
3706,annoyed,0.9019,4723014,"- - I know I 'm very attractive , and will create a good result when used , but can you stop using me ?
- - It 's annoying .",4347775,"- I 'm only touching because you seem to be freezing .. I 'll be in trouble ..
- Oh come on .. Stop it please !
- Coz I 'm really into it now ..
- You 're so irritating !"
4318,anticipating,0.9509,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",5578498,"- Stop it . Leave me be .
- Wait for me ."
4319,anticipating,0.9463,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",6370855,"- Ahmet ! Wait !
- Wait for me ."
4320,anticipating,0.9379,7821185,"- - Fuck this !
- - Wait for me .",1422100,"- Damn it !
- Wait for me"
4321,anticipating,0.9373,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",3864116,"- Billy , wait !
- Wait for me !"
4322,anticipating,0.9359,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",3844451,"- Wait for me ! You have to wait for me .
- I 'm coming ! Wait for me please ! I 'm coming ...
- Wait for me !"
4323,anticipating,0.9317,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",7063861,"- Stay with your uncle .
- Do everything he says , hm ?
- Wait for me . No matter what happens , I will come back for you .
- Wait for me ."
4324,anticipating,0.9293,7081836,"- - Up here , guys . Yeah , this is cool .
- - Wait for me .",4727017,"- Hello . I 'm coming .
- Wait for me ."
4325,anticipating,0.9289,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1978163,"- That 's not possible !
- This looks awful , but she 'll live . Go and sit down . I 'll go and ask . Just sit down .
- Wait for me here ."
4326,anticipating,0.9282,7081836,"- - Up here , guys . Yeah , this is cool .
- - Wait for me .",3490113,"- They have come , sir .
- Wait for me"
4327,anticipating,0.9279,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1830826,"- She 's here .
- Wait for me ."
4328,anticipating,0.9276,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1371790,"- Friends , you said ?
- I don 't want anything to happen to you .
- Wait for me here ."
4329,anticipating,0.9265,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",3105136,"- Somehow I managed to keep alive .
- Wait for me !"
4330,anticipating,0.9259,8600919,"- - Where devils you have been ?
- - Hoping .
- - Waiting for what ?
- - Waiting for this .",2737753,"- I am waiting .
- Waiting for what ?"
4331,anticipating,0.9258,2857362,"- - I was just waiting for a signal from you and I 'd have knocked him high as a kite .
- - Higher .",6875060,"- Going to take you higher !
- Higher !"
4332,anticipating,0.9253,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1922262,"- Please think about it . As soon as I finish work I 'll come back .
- Wait for me ."
4333,anticipating,0.9252,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",1919840,"- I beg you ... don 't continue .
- I 'm sorry . I can 't go back now . I have a terrible premonition i wont see you again .
- Don 't be silly . I 'll see you tomorrow ...
- Wait for me ."
4334,anticipating,0.9246,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",8230016,"- Wait , please .
- Wait . Wait for me ."
4335,anticipating,0.9244,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",1353648,"- Brother Amin , I 'm sorry , but Sheik Marwan is not here . I don 't know where he is . Will he be back for the prayer ?
- It could take time .
- It 's not a problem . I 'll wait . I 'm not sure he 'll be back before nightfall .
- I 'll wait for him here ."
4336,anticipating,0.9225,3967532,"- - We will wait for you here . But don 't do a favour .
- - Do wait .",6339381,"- What 's wrong , Father ? Why don 't you find a husband , instead of always spending time with books ?
- You 're so beautiful . You 're sure to find a good husband . If you want to .
- Father ... I decided a long time ago never to get married . I swore it to myself . I can support myself without a husband . My job is enough . You should take care of Massimo . He 's been in jail for two years now . We can 't do anything to get him out of there .
- Vittoria , you know I never understood a thing about bureaucracy . You do it . Help Massimo .
- I 'll stay here .
- And wait ."
4337,anticipating,0.9221,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",481329,"- Chad !
- Wait for me ."
4338,anticipating,0.9206,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",7097594,"- Every time I see you , it 's trouble . This way .
- Wait . Be careful .
- Wait . Wait for me ."
4339,anticipating,0.9204,8600919,"- - Where devils you have been ?
- - Hoping .
- - Waiting for what ?
- - Waiting for this .",6114312,"- Waiting .
- Waiting for what ?"
4340,anticipating,0.9201,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",2213622,"- Stay right here ... Wait here .
- Wait for me here !"
4342,anticipating,0.9195,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",5354958,"- Do you still remember we still have one more thing to do ?
- Wait for me"
4343,anticipating,0.9194,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",3452287,"- hello , Irena It 's Michael bothering you About the same matter How can I find that boy ?
- That 's OK , I will wait"
4344,anticipating,0.9182,8549707,"- - Hey ! Where are you going ?
- - Wait for me ! Wait !",2369945,"- So ? They don 't know what a credit card is . I knew it , lads ... How can we get to Merzouga ? Merzouga ? Yeah .
- Where are you going ? I don 't know !
- Wait for me there ."
4345,anticipating,0.9181,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1030345,"- Chris , be careful .
- Wait for me ."
4346,anticipating,0.9179,3967532,"- - We will wait for you here . But don 't do a favour .
- - Do wait .",8048855,"- I will wait .
- Don 't wait ."
4347,anticipating,0.9176,5047167,"- - Chetta !
- - Ancy is really sick . I 'll just go to the hospital .
- - Ruby ? What happened to Ancy ?
- - Her due date is on Friday . She started acting to stop him from fighting ! He kept rubbing it made it worse !
- - Acting became true . I think her water broke . Let me go !
- - M a Buddy , I 'll just check on them .
- - You wait here .",1933145,"- That 's close enough . Come with me .
- You wait here ."
4348,anticipating,0.9171,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",5273959,"- Hey , there 's no rush .
- Wait for me !"
4349,anticipating,0.9164,2857362,"- - I was just waiting for a signal from you and I 'd have knocked him high as a kite .
- - Higher .",3314848,"- Higher !
- More higher ."
4350,anticipating,0.9163,2857362,"- - I was just waiting for a signal from you and I 'd have knocked him high as a kite .
- - Higher .",7726890,"- Turn around . Let 's see how it looks .
- Shoulders back . Now raise your arms a bit .
- Higher .
- Higher !"
4351,anticipating,0.9162,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",6786596,"- She 's leaving on the last train from Shanghai tonight . Go and bring her back !
- Why are you still sitting here !
- Wait for me !"
4352,anticipating,0.9158,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",5640346,"- I 'll come back for you .
- Wait here for me ."
4353,anticipating,0.9152,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",4851748,"- Be cautious .
- Wait for me here ."
4354,anticipating,0.9144,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",6003506,"- What do I do once I 'm there ?
- Wait for me ."
4355,anticipating,0.9133,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",6169657,"- Hey , wait . I should talk to him . He 's my friend .
- Okay , I 'll wait here ."
4356,anticipating,0.9128,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",8460508,"- Don 't cry , Natalija . We will soon meet again .
- I 'll wait for you .
- I 'll wait for you !"
4357,anticipating,0.9123,5047167,"- - Chetta !
- - Ancy is really sick . I 'll just go to the hospital .
- - Ruby ? What happened to Ancy ?
- - Her due date is on Friday . She started acting to stop him from fighting ! He kept rubbing it made it worse !
- - Acting became true . I think her water broke . Let me go !
- - M a Buddy , I 'll just check on them .
- - You wait here .",7282573,"- I should go with you . No . They are my people . I will talk with them .
- You wait here ."
4358,anticipating,0.9122,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",8317803,"- They 're asleep . Let 's do it .
- Wait for me ."
4360,anticipating,0.9114,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",6811237,"- Is something wrong ? No . We were expecting Angel Sacristan .
- I see . If you wait a minute , please .
- Of course . We 'll wait ."
4361,anticipating,0.9109,5047167,"- - Chetta !
- - Ancy is really sick . I 'll just go to the hospital .
- - Ruby ? What happened to Ancy ?
- - Her due date is on Friday . She started acting to stop him from fighting ! He kept rubbing it made it worse !
- - Acting became true . I think her water broke . Let me go !
- - M a Buddy , I 'll just check on them .
- - You wait here .",4492303,"- You 're not going to eat ? I don 't eat fishes !
- well , that 's what we have . I don 't eat things with eyes .
- Listen ... I 'm going to call some friends . Maybe I can get some money .
- You wait for me here .
- I said wait here !"
4362,anticipating,0.9109,2857362,"- - I was just waiting for a signal from you and I 'd have knocked him high as a kite .
- - Higher .",6928811,"- Up . Well , we 'd better get it up now , Paul . We don 't want it on the floor , do we ?
- Camera one . Stand by .
- Right , a bit higher . You want a new shot , do you ?
- A bit higher .
- Higher ."
4363,anticipating,0.9106,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",8488143,"- I saw you sleeping Watching you for quite a while . And someone passed so I had to . Not to be seen .
- Go then .
- Wait . Wait for me ."
4364,anticipating,0.9104,8516585,"- - Wait for me ?
- - Halt , hey , I killed you !
- - Wait for me .",4925571,"- Hell with this .
- Wait for me !"
4365,anticipating,0.9102,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1269555,"- The rest of the men ? Ready .
- The inhibitors ? Activated . The Ministry can neither make nor receive calls . But we only have 24 hours . More than enough time .
- Wait for me here ."
4366,anticipating,0.9101,7821185,"- - Fuck this !
- - Wait for me .",6450703,"- SHIT !
- WAIT FOR ME ."
4367,anticipating,0.9096,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",3662909,"- Hyeon-woo , will you be my girlfriend ?
- I don 't feel the butterflies .
- Can 't you see me as a man ?
- I don 't look at you that way .
- Wait for me ."
4368,anticipating,0.9095,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1371704,"- Liz ! Wait , I say ! Where are you going ?
- Wait for me here ."
4369,anticipating,0.9095,2865905,"- - But , Mr. Robles , there isn 't $ 25,000 cash in the whole town . There must be . But why do you want it ?
- - Don 't ask me . Don 't ask me anything . And say nothing to those you talk to . It means more than my life , Martin .
- - You wait here .",89724,"- Give me the key . Let me ... Wait here . Talk loud if the police come . You sure I can 't come ?
- You wait here ."
4370,anticipating,0.9095,7821185,"- - Fuck this !
- - Wait for me .",1295583,"- Grandma , come and see !
- Still at your machine ? It 's not good for you .
- Remember Captain Bouvier , who shot Alphonse ?
- Of course . The betrayed husband ?
- He took me from my mother and put me in an orphanage . Look at this . Here he is .
- That 's him . See his medals ?
- He thinks he 's a hero .
- What are you doing ? Saving Alphonse 's honour .
- Don 't tell anyone .
- Don 't go ! You 'll do something stupid !
- Wait for me !"
4371,anticipating,0.9092,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",6458395,"- Mike Matis . Over there . They wait for you .
- Wait for me , of course"
4372,anticipating,0.9089,5047167,"- - Chetta !
- - Ancy is really sick . I 'll just go to the hospital .
- - Ruby ? What happened to Ancy ?
- - Her due date is on Friday . She started acting to stop him from fighting ! He kept rubbing it made it worse !
- - Acting became true . I think her water broke . Let me go !
- - M a Buddy , I 'll just check on them .
- - You wait here .",6763086,"- That man signalled us . He seems to be in trouble .
- Yeah . He did . I 'll see what he wants .
- You wait here ."
4373,anticipating,0.9087,2857362,"- - I was just waiting for a signal from you and I 'd have knocked him high as a kite .
- - Higher .",7040695,"- Hey , Joe , hoist it up !
- It 's got to be higher .
- Much higher .
- Higher ."
4374,anticipating,0.9086,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",8363564,"- Get Simona .
- I heard you got here today .
- Excuse me for calling you , it 's not the right moment .
- I wanted to say hello . Please stay .
- Too many people , it 's not right . Come upstairs with me , show me your dress .
- Wait for me !"
4375,anticipating,0.9077,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",3112510,"- Any worthwhile targets ? No ... We shouldn 't have come ! We 're here now !
- That 's no reason to stay .
- You 're not wrong . You can hear their music so the wind is coming from that direction so they 'll try and encircle us ... So ... give me your rifle ... and scram ! But for God 's sake , wait for orders !
- Wait for me ."
4376,anticipating,0.9074,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",3959060,"- Is he coming back ?
- Ok We 'll wait ."
4377,anticipating,0.9072,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",7073098,"- Don 't go outside . It 's not safe . They 'll bring in your meals .
- I 'll only be away a few days .
- Wait here for me ."
4380,anticipating,0.9065,6325163,"- - All right . Better get your coat on . District Superintendent , CID , please . And tell them outside , if anything comes through from Birmingham , I want to see it immediately .
- - Hello , Godby here , sir . It 's about Ackland . I think it 's time we had him inside .
- - You wait here .",459509,"- Yes , this must be the house !
- You wait here !"
4381,anticipating,0.9064,8600919,"- - Where devils you have been ?
- - Hoping .
- - Waiting for what ?
- - Waiting for this .",1136165,"- I 've been waiting for you .
- Waiting ?"
4382,anticipating,0.9061,5047167,"- - Chetta !
- - Ancy is really sick . I 'll just go to the hospital .
- - Ruby ? What happened to Ancy ?
- - Her due date is on Friday . She started acting to stop him from fighting ! He kept rubbing it made it worse !
- - Acting became true . I think her water broke . Let me go !
- - M a Buddy , I 'll just check on them .
- - You wait here .",2333647,"- We 'll get the horses .
- You wait here ."
4383,anticipating,0.9057,3967532,"- - We will wait for you here . But don 't do a favour .
- - Do wait .",8325058,"- Fucking slit-eye . Quit your insanity . We 're getting near .
- Stop it . Wait , I 'm asking .
- Well , I 'm waiting ."
4384,anticipating,0.9052,2857362,"- - I was just waiting for a signal from you and I 'd have knocked him high as a kite .
- - Higher .",8471899,"- Your kind is tough Humans die easily at 100 volts . But you 're different . Your kind can withstand 200 volts Sooni !
- Higher ."
4385,anticipating,0.9052,5047167,"- - Chetta !
- - Ancy is really sick . I 'll just go to the hospital .
- - Ruby ? What happened to Ancy ?
- - Her due date is on Friday . She started acting to stop him from fighting ! He kept rubbing it made it worse !
- - Acting became true . I think her water broke . Let me go !
- - M a Buddy , I 'll just check on them .
- - You wait here .",6626810,"- You must have done a good job . You couldn 't feel so bad if you hadn 't .
- You , ah , give him the stuff ? You said that it was just enough , that it wouldn 't He 'll be all right in a few hours .
- You wait here ."
4386,anticipating,0.9049,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",4184740,"- Look . Its him .
- I knew youd call . lve been worried about you .
- I didnt know what to do . Sorry. I couldn 't go .
- How about the Columbus Square thing ?
- I knew youd like that .
- Shit , I cant wait to see you again .
- Me too , Xabi .
- where are you now ?
- Dont move .
- wait right there for me ."
4387,anticipating,0.9048,8109165,"- - We can 't stay here ! Why ?
- - We must go .",1125226,"- I can 't take you anywhere , can I ?
- We gotta go ."
4388,anticipating,0.9045,2857362,"- - I was just waiting for a signal from you and I 'd have knocked him high as a kite .
- - Higher .",5929007,"- Raise it .
- Higher ."
4389,anticipating,0.9042,3967532,"- - We will wait for you here . But don 't do a favour .
- - Do wait .",8060259,"- Well , look at here !
- Look what 's doing here !
- Aren 't you supposed to be in here ?
- It seems to me you 're using the wrong toilet , am I ... Somebody was in there , I had to use the normal one
- Really ? First of all ... we don 't like to be refered to as "" normal "" , ok ?
- We 're able-bodied !
- Able-bodied , not normal .
- That 's like from the eighties , who doesn 't know that ?
- I had to go to the bathroom , somebody was in there .
- Well then you wait .
- You wait !"
4390,anticipating,0.9042,5047167,"- - Chetta !
- - Ancy is really sick . I 'll just go to the hospital .
- - Ruby ? What happened to Ancy ?
- - Her due date is on Friday . She started acting to stop him from fighting ! He kept rubbing it made it worse !
- - Acting became true . I think her water broke . Let me go !
- - M a Buddy , I 'll just check on them .
- - You wait here .",3250248,"- Did you see what she did ? Yes , Rogue has a way with men . They feel great . I ... Like anything else ?
- Don 't go away . I 'll be right back .
- Just wait here ."
4391,anticipating,0.904,3967532,"- - We will wait for you here . But don 't do a favour .
- - Do wait .",3892924,"- I get it You 're not ready .
- We 'll wait ."
4392,anticipating,0.9037,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",1713401,"- It 's time to observe . Please wait , I 'll be right there .
- I won 't wait ."
4393,anticipating,0.9037,3967532,"- - We will wait for you here . But don 't do a favour .
- - Do wait .",3967107,"- There . There 's a boat . Go get it .
- It 's not mine .
- Who cares ? You can bring it back later .
- I think you should wait ."
4394,anticipating,0.9033,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",2102552,"- How does somebody know when they 're ready for drugs ?
- You know , somebody like me ?
- Well , we 'll let you know .
- What if I can 't wait ?
- You 'll wait ."
4395,anticipating,0.9031,5906134,"- - That shirt looks very nice on you .
- - Very smart .
- - You should eat something .
- - No , we should be going . You know , the van is hot . For Howard .
- - We gotta find Ermilo , okay ? Are you sure you don 't want to rest , Dad ? There 's a hotel right around the corner . I could use a shower .
- - I don 't want to stop . I 'd rather sleep on the boat than in here .
- - Right . Okay . Then I 'll go get Howard , and I 'll go look for your friend .
- - You wait here .",6594458,"- Hey , they got two tents there . Yeah . One inside the other . I know . I 'm going to try and find Miss Beale .
- You wait here ."
4396,anticipating,0.903,3967532,"- - We will wait for you here . But don 't do a favour .
- - Do wait .",8600949,"- Fucking slit-eye . Quit your insanity . We`re getting near .
- Stop it . Wait , I`m asking .
- Well , I`m waiting ."
4397,anticipating,0.9029,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",7292002,"- Hello I am still waiting for the elevator I will go now .
- Wait for me ."
4398,anticipating,0.9026,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",4255065,"- He was expecting you .
- I 'll wait here ."
4399,anticipating,0.9026,7949633,"- - Wait . You can 't leave me here .
- - Wait for me .",1908587,"- I don 't much like working in a barn . We will have a place to sleep tonight because we worked in this barn today .
- Where are you going ? l shall come back .
- Well , take me with you . No. lt is best that you remain here . You 're going to try and find out about my father , aren 't you ? l 'm coming with you . Zeke , you are still young . And not ready for everything .
- Wait for me here ."
4400,anticipating,0.9024,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",3409795,"- Only the Minister and his witnesses . He 's my son . The duel is a private matter .
- Sorry , I didn 't know .
- Don 't worry , I 'll wait for you outside .
- Give this Roletti a proper thrashing !
- It 's only his 1st duel . As regards our argument the other day ... I went too far .
- Me too . Please forgive me . I was a bit ... All this unrest makes me nervous . Yes .
- Minister , it 's time to go . We 'll talk about it later . Go now .
- Wait for me ."
4401,anticipating,0.9018,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",796456,"- Sir , I 'm gonna need to ask you to finish what you 're doing in there and exit .
- It 's a matter of national importance . I just got in here .
- You again ? !
- I thought I told you to go up to the ballroom .
- Sorry . I 've been drinking water all day . I don 't want my face to be puffy in case I took a picture with the president .
- PRESIDENT OBAMA : Problem in here , Mike ?
- No , sir . Just trying to remove an individual from the stall , sir .
- Well , don 't rush the man .
- Take your time , sir .
- I can wait ."
4402,anticipating,0.901,2865905,"- - But , Mr. Robles , there isn 't $ 25,000 cash in the whole town . There must be . But why do you want it ?
- - Don 't ask me . Don 't ask me anything . And say nothing to those you talk to . It means more than my life , Martin .
- - You wait here .",2651580,"- You will not open , then ?
- And why should I open my rooms ?
- Well don 't , then , we 'll open them without a key .
- Ho there !
- What ? Would you openly question the honour of a lady ?
- True . I 'm in the wrong ; without noise , without creating a scandal among our people , I can myself fetch the necessary tools .
- You wait here ;"
4403,anticipating,0.9007,3965480,"- - I 'll wait , no problem .
- - Wait . I 'll wait for him .",8121464,"- So , where is she ? 'Cause I will totally fight a girl . I have a job , which I 'm busy doing , so if you came down here for some big , dramatic confrontation , it 's going to have to wait .
- Fine ! I will wait !"
4404,anticipating,0.9005,4769195,"- - I am not gonna die here ! Out of my way ! Move !
- - Wait ! Wait for me !",8403034,"- Hurry ! come on !
- wait for me !"
4405,anticipating,0.9002,5451253,"- - Will you wait for him there ?
- - Yes , I 'm supposed to wait for him .",7607233,"- Doctor Pedersen ?
- Sorry , he 's busy . He 's working in the darkroom . You can 't go barging in on Professor Pedersen .
- How long is he likely to be there ?
- Could be there all afternoon .
- I 'll wait for him ."
4406,anticipating,0.9001,4174206,"- - You said all of this was over . Please don 't go .
- - Wait for me .",559795,"- Well , I 'm outta here .
- Wait for me !"
4407,anticipating,0.9,7081836,"- - Up here , guys . Yeah , this is cool .
- - Wait for me .",3994325,"- Come on , quickly .
- Wait for me ."
5318,anxious,0.9121,5217767,"- - Okay , amigos , one teensy drink to help Amy relax .
- - Hear , hear !
- - Hmm . I guess I 'm still kind of nervous .
- - One more teensy drink to help Amy relax .
- - Still a little nervous ?
- - She 's a nervous wreck !",8717474,"- We went all around . In the sideboard . The sideboard ?
- This is making me nervous . Why ?
- You are nervous . No"
5319,anxious,0.9,5217767,"- - Okay , amigos , one teensy drink to help Amy relax .
- - Hear , hear !
- - Hmm . I guess I 'm still kind of nervous .
- - One more teensy drink to help Amy relax .
- - Still a little nervous ?
- - She 's a nervous wreck !",6295630,"- You ready ? Get your glasses . Jazz : Yeah . Wait up for me .
- What do you mean ? I 'm walking slow .
- You 're going so fast .
- Okay . Come sit over here . I am a little bit nervous , because I want to make sure that I have my female pronoun on the permit . Deep inside , I know that a letter doesn 't really say who I am , but it 's still important to me .
- Nervous ? You 're nervous ."
5973,apprehensive,0.9022,5807518,"- - Thinking about Ryan again ?
- - All the time . Can 't stop .
- - Don 't want to .",2513197,"- Now I remember . It was you . Carry on .
- I do not want to ."
